CDX.d,http://www.wsj.com/mdc/public/npage/2_3023_creditdervs.html,empty
CDS.d,http://www.worldgovernmentbonds.com/sovereign-cds/,empty
HANGSENG.i,http://www.marketwatch.com/investing/index/hsi?countrycode=hk,empty
HANGSENG.F,http://www.marketwatch.com/investing/future/hang%20seng%20futures?countrycode=hk,empty
NIKKEI.i,http://www.marketwatch.com/investing/index/nik?countrycode=jp,empty
NIKKEI.F,http://www.marketwatch.com/investing/future/nikkei%20futures,empty
CAC.i,https://www.bloomberg.com/quote/CAC:IND,empty
MIB.i,https://www.bloomberg.com/quote/FTSEMIB:IND,empty
FTSE.i,https://www.bloomberg.com/quote/UKX:IND,empty
FTSE.F,http://www.marketwatch.com/investing/future/ftse%20futures?countrycode=uk,empty
STOXX600.i,http://www.marketwatch.com/investing/index/sxxp?countrycode=xx,empty
STOXX600.F,http://www.marketwatch.com/investing/future/stoxx%20600%20futures?countrycode=de&iso=xeur,empty
STOXX50.i,https://www.bloomberg.com/quote/SX5E:IND,empty
STOXX50.F,http://www.marketwatch.com/investing/future/euro%20stoxx%2050%20futures?countrycode=de&iso=xeur,empty
DAX.i,https://www.bloomberg.com/quote/DAX:IND,empty
DAX.F,http://www.marketwatch.com/investing/future/dax%20futures?countrycode=de&iso=xeur,empty
RUSSEL.i,https://www.bloomberg.com/quote/RTY:IND,empty
RUSSEL.F,http://www.marketwatch.com/investing/future/mini%20russell%202000,https://www.cmegroup.com/trading/equity-index/us-index/e-mini-russell-2000.html
DJIA.i,https://www.bloomberg.com/quote/INDU:IND,empty
DJIA.F,http://www.marketwatch.com/investing/future/djia%20futures,https://www.cmegroup.com/trading/equity-index/us-index/e-mini-dow.html
NASDAQ.i,https://www.bloomberg.com/quote/NDX:IND,empty
NASDAQ.F,http://www.marketwatch.com/investing/future/nasdaq%20100%20futures,https://www.cmegroup.com/trading/equity-index/us-index/e-mini-nasdaq-100.html
SPY.i,https://www.bloomberg.com/quote/SPY:US,empty
SPX.i,https://www.bloomberg.com/quote/SPX:IND,empty
VIX.i,https://www.bloomberg.com/quote/VIX:IND,empty
VIX.F,http://www.marketwatch.com/investing/future/vix%20futures,empty
ES.F,http://www.marketwatch.com/investing/future/sp%20500%20futures,https://www.cmegroup.com/trading/equity-index/us-index/e-mini-sandp500.html
EURODOLLAR.F,http://www.marketwatch.com/investing/future/3-month%20euro%20dollar,http://www.cmegroup.com/trading/interest-rates/stir/eurodollar.html
US2.F,http://www.marketwatch.com/investing/future/2-year%20treasury%20notes,https://www.cmegroup.com/trading/interest-rates/us-treasury/2-year-us-treasury-note.html
US5.F,http://www.marketwatch.com/investing/future/5-year%20treasury%20notes,https://www.cmegroup.com/trading/interest-rates/us-treasury/5-year-us-treasury-note.html
US10.F,http://www.marketwatch.com/investing/future/10-year%20treasury%20notes,http://www.cmegroup.com/trading/interest-rates/us-treasury/10-year-us-treasury-note.html
