('2017-08-29 09:20 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.19, -0.152, -0.139, -0.15, -0.144, -0.139, -0.141, -0.114, -0.099, -0.063, -0.025, 0.002, 0.252, 0.545, 0.83, 1.041])
('2017-08-30 09:20 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.19, -0.152, -0.135, -0.145, -0.137, -0.134, -0.136, -0.108, -0.088, -0.053, -0.02, 0.006, 0.252, 0.545, 0.83, 1.04])
('2017-08-31 09:20 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.215, -0.157, -0.145, -0.16, -0.147, -0.144, -0.14, -0.112, -0.082, -0.052, -0.015, 0.008, 0.247, 0.541, 0.825, 1.036])
('2017-09-01 09:20 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.227, -0.157, -0.145, -0.166, -0.152, -0.149, -0.147, -0.118, -0.099, -0.063, -0.025, -0.001, 0.24, 0.535, 0.824, 1.035])
('2017-09-04 09:20 Mon', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.22, -0.157, -0.146, -0.16, -0.149, -0.145, -0.141, -0.119, -0.094, -0.064, -0.03, -0.004, 0.234, 0.529, 0.814, 1.025])
('2017-09-05 09:20 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.212, -0.157, -0.145, -0.155, -0.141, -0.139, -0.136, -0.112, -0.098, -0.063, -0.025, 0.019, 0.237, 0.525, 0.804, 1.017])
('2017-09-06 09:20 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.2, -0.157, -0.144, -0.151, -0.142, -0.139, -0.136, -0.113, -0.092, -0.063, -0.029, 0.009, 0.235, 0.525, 0.809, 1.021])
('2017-09-07 09:20 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.19, -0.185, -0.149, -0.156, -0.147, -0.14, -0.141, -0.113, -0.098, -0.063, -0.026, 0.014, 0.245, 0.545, 0.825, 1.035])
('2017-09-08 09:20 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.16, -0.16, -0.155, -0.16, -0.152, -0.149, -0.155, -0.128, -0.119, -0.089, -0.05, -0.005, 0.23, 0.526, 0.812, 1.015])
('2017-09-11 09:20 Mon', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.14, -0.16, -0.15, -0.154, -0.144, -0.139, -0.138, -0.118, -0.103, -0.078, -0.041, 0.001, 0.241, 0.531, 0.81, 1.017])
('2017-09-12 09:20 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.14, -0.16, -0.145, -0.139, -0.128, -0.119, -0.121, -0.097, -0.084, -0.058, -0.02, 0.02, 0.256, 0.547, 0.826, 1.03])
('2017-09-13 09:20 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.152, -0.15, -0.149, -0.138, -0.132, -0.12, -0.108, -0.097, -0.082, -0.055, -0.015, 0.025, 0.26, 0.551, 0.831, 1.038])
('2017-09-14 09:20 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.098, -0.155, -0.135, -0.135, -0.123, -0.109, -0.099, -0.079, -0.053, -0.038, 0.002, 0.039, 0.28, 0.56, 0.85, 1.056])
('2017-09-15 09:20 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.12, -0.13, -0.141, -0.141, -0.137, -0.124, -0.119, -0.093, -0.072, -0.053, -0.014, 0.019, 0.26, 0.55, 0.831, 1.037])
